"aicc","model"
2472.69794682954,"(3,0,1)(0,1,3)[12]"
2472.7087227823,"(4,0,1)(1,1,1)[12]"
2472.72339900056,"(4,0,1)(0,1,2)[12]"
2472.72854685401,"(2,0,3)(1,1,1)[12]"
2472.73858519785,"(2,0,2)(2,1,1)[12]"
2472.7688907612,"(1,0,2)(1,1,1)[12]"
2472.7714826968,"(1,0,2)(0,1,2)[12]"
2472.77274729813,"(2,0,2)(1,1,2)[12]"
2472.81627346536,"(3,0,1)(2,1,1)[12]"
2472.85945900127,"(3,0,1)(1,1,2)[12]"
2472.88623252179,"(3,0,0)(0,1,1)[12]"
2473.06696259297,"(2,1,1)(0,2,0)[12]"
2473.06698095818,"(1,1,2)(0,2,0)[12]"
2473.07052208037,"(4,0,2)(0,1,1)[12]"
2473.10925095127,"(4,2,1)(0,2,0)[12]"
2473.2302044365,"(2,0,0)(0,1,1)[12]"
2473.2532409748,"(2,1,1)(2,1,0)[12]"
2473.44416884979,"(2,0,5)(0,2,0)[12]"
2473.50087615415,"(1,0,3)(1,1,1)[12]"
2473.5092462325,"(1,0,3)(0,1,2)[12]"
2473.66456798651,"(0,2,4)(3,1,0)[12]"
2473.67036442682,"(1,1,2)(3,1,0)[12]"
2473.67214083786,"(3,1,3)(1,1,0)[12]"
2473.69860067576,"(3,1,0)(4,1,0)[12]"
2473.7000723504,"(2,0,1)(1,1,3)[12]"
2473.73324945613,"(2,0,1)(2,1,2)[12]"
2473.74828516322,"(4,0,2)(0,2,0)[12]"
2473.8286472037,"(0,2,0)(2,2,4)[12]"
2473.85104690129,"(1,0,1)(1,1,2)[12]"
2473.8812494502,"(0,1,2)(2,1,0)[12]"
2474.0950139718,"(1,2,2)(2,1,0)[12]"
2474.12594132811,"(1,0,1)(0,1,3)[12]"
2474.12951352563,"(3,2,1)(0,2,0)[12]"
2474.14893395784,"(1,0,1)(2,1,1)[12]"
2474.15698450692,"(1,1,3)(2,1,0)[12]"
2474.16091318731,"(0,1,1)(2,1,0)[12]"
2474.29799339619,"(2,0,1)(0,1,4)[12]"
2474.47327951909,"(3,1,1)(2,1,0)[12]"
2474.48459059857,"(1,0,0)(0,2,0)[12]"
2474.5606079591,"(1,1,3)(0,2,0)[12]"
2474.59162102856,"(1,0,2)(1,1,2)[12]"
2474.61868244859,"(0,1,4)(2,1,0)[12]"
2474.6386646922,"(2,0,3)(0,1,1)[12]"
2474.69062714932,"(0,1,3)(0,2,0)[12]"
2474.76145060286,"(0,2,0)(3,2,3)[12]"
2474.7763205901,"(0,2,2)(2,1,0)[12]"
2474.7769342157,"(3,1,1)(0,2,0)[12]"
2474.86253959877,"(1,0,2)(0,1,3)[12]"
2474.87443915861,"(1,0,2)(2,1,1)[12]"
2474.93297282939,"(2,1,2)(0,2,0)[12]"
2474.93705448154,"(0,1,3)(2,1,0)[12]"
2474.98028431828,"(4,0,0)(0,1,1)[12]"
2474.98246224979,"(0,2,3)(2,1,0)[12]"
2474.9912849252,"(0,2,0)(4,2,1)[12]"
2475.05212955374,"(3,0,0)(1,1,1)[12]"
2475.05214231635,"(3,0,0)(0,1,2)[12]"
2475.08024251928,"(0,2,0)(5,2,1)[12]"
2475.16051216743,"(0,1,4)(0,2,0)[12]"
2475.24169758229,"(1,1,3)(3,1,0)[12]"
2475.33647235833,"(5,0,0)(0,1,1)[12]"
2475.338225871,"(2,0,0)(1,1,1)[12]"
2475.34064814294,"(2,0,0)(0,1,2)[12]"
2475.5725182228,"(0,2,2)(0,2,0)[12]"
2475.57786397651,"(0,2,0)(3,2,2)[12]"
2475.66012086617,"(1,0,3)(2,1,1)[12]"
2475.67316308894,"(1,0,3)(0,1,3)[12]"
2475.67762212604,"(1,0,3)(1,1,2)[12]"
2475.89042606662,"(0,2,0)(5,2,2)[12]"
2475.89434059275,"(1,0,1)(1,1,3)[12]"
2475.89662060139,"(2,0,4)(0,1,1)[12]"
2475.89719047557,"(1,0,1)(2,1,2)[12]"
2475.98400922293,"(5,0,2)(0,2,0)[12]"
2476.00741485997,"(0,2,0)(4,2,2)[12]"
2476.09091198919,"(4,0,3)(0,2,0)[12]"
2476.16450005489,"(5,0,1)(0,2,0)[12]"
2476.17043912418,"(5,1,0)(2,1,0)[12]"
2476.19485405301,"(0,2,0)(1,2,2)[12]"
2476.2038734875,"(1,0,1)(0,1,4)[12]"
2476.20423436547,"(1,0,1)(3,1,1)[12]"
2476.2162142478,"(1,1,4)(0,2,0)[12]"
2476.22387501546,"(4,1,1)(0,2,0)[12]"
2476.30278326454,"(0,2,4)(2,1,0)[12]"
2476.40956161781,"(2,1,0)(3,1,0)[12]"
2476.41394767584,"(0,2,0)(4,2,3)[12]"
2476.43000194585,"(0,2,5)(2,1,0)[12]"
2476.51120449038,"(1,0,2)(1,1,3)[12]"
2476.51713274161,"(1,0,2)(2,1,2)[12]"
2476.51753066395,"(2,1,3)(0,2,0)[12]"
2476.53236634061,"(1,1,1)(3,1,0)[12]"
2476.53288833831,"(4,1,0)(3,1,0)[12]"
2476.56812004541,"(2,0,0)(0,2,0)[12]"
2476.56884837238,"(1,0,1)(0,2,0)[12]"
2476.57146893528,"(3,1,2)(2,1,0)[12]"
2476.57724526813,"(3,1,2)(0,2,0)[12]"
2476.59945236991,"(3,0,0)(1,1,2)[12]"
2476.61011543179,"(4,1,1)(2,1,0)[12]"
2476.63959105454,"(2,1,3)(2,1,0)[12]"
2476.76933857482,"(2,2,1)(3,1,0)[12]"
2476.82470384952,"(2,0,3)(0,1,2)[12]"
2476.84521967081,"(0,1,5)(2,1,0)[12]"
2476.87692382534,"(0,2,0)(0,2,3)[12]"
2476.90339001572,"(0,1,5)(0,2,0)[12]"
2476.9573336528,"(3,0,0)(0,1,3)[12]"
2476.98761121781,"(3,0,0)(2,1,1)[12]"
2477.05298017761,"(1,0,2)(3,1,1)[12]"
2477.05878510552,"(1,0,2)(0,1,4)[12]"
2477.08924335528,"(0,2,0)(0,2,4)[12]"
2477.17525162013,"(4,0,0)(1,1,1)[12]"
2477.17532553326,"(4,0,0)(0,1,2)[12]"
2477.2936882205,"(2,0,0)(0,1,3)[12]"
2477.35137153008,"(2,0,0)(2,1,1)[12]"
2477.3803706452,"(2,2,2)(2,1,0)[12]"
2477.40609540134,"(1,2,3)(2,1,0)[12]"
2477.40651769639,"(0,2,0)(0,2,2)[12]"
2477.52069115088,"(2,0,0)(1,1,2)[12]"
2477.54435929386,"(5,0,0)(1,1,1)[12]"
2477.54557466574,"(5,0,0)(0,1,2)[12]"
2477.68184119377,"(0,0,0)(1,2,0)[12]"
2477.76005239027,"(0,2,0)(0,2,5)[12]"
2477.79899182449,"(0,0,2)(0,2,0)[12]"
2477.90275156067,"(1,0,2)(0,2,0)[12]"
2478.00789269519,"(4,1,2)(0,2,0)[12]"
2478.01742205257,"(0,1,0)(0,1,1)[12]"
2478.08486472206,"(1,0,1)(1,1,4)[12]"
2478.11485991334,"(3,0,2)(2,1,0)[12]"
2478.14194217609,"(3,0,0)(0,2,0)[12]"
2478.1529945347,"(3,1,0)(3,1,0)[12]"
2478.23153030945,"(1,0,1)(2,1,3)[12]"
2478.29487193903,"(1,0,1)(0,1,5)[12]"
2478.31816123138,"(1,0,1)(4,1,1)[12]"
2478.33089740427,"(0,2,0)(2,2,2)[12]"
2478.33890098564,"(0,2,0)(1,2,3)[12]"
2478.3516013847,"(1,2,1)(0,2,0)[12]"
2478.37101153126,"(0,0,3)(0,2,0)[12]"
2478.40729920643,"(1,0,1)(3,1,2)[12]"
2478.41785196558,"(2,1,4)(0,2,0)[12]"
2478.44385618963,"(2,0,1)(0,2,0)[12]"
2478.48780878262,"(1,0,1)(5,1,0)[12]"
2478.49068978229,"(0,2,0)(2,2,3)[12]"
2478.55126109752,"(2,2,1)(0,2,0)[12]"
2478.56618090727,"(2,2,4)(1,1,0)[12]"
2478.58887238872,"(0,2,1)(0,1,1)[12]"
2478.63018561754,"(3,2,1)(3,1,0)[12]"
2478.6513034169,"(3,0,0)(2,1,2)[12]"
2478.65890049053,"(3,0,0)(1,1,3)[12]"
2478.72613174789,"(3,1,3)(0,2,0)[12]"
2478.76168908309,"(4,0,0)(1,1,2)[12]"
2478.90057385333,"(2,0,0)(3,1,1)[12]"
2478.94143846053,"(3,0,0)(3,1,1)[12]"
2478.94895676912,"(3,0,0)(0,1,4)[12]"
2478.9536617078,"(2,0,0)(2,1,2)[12]"
2478.9731868116,"(2,0,0)(0,1,4)[12]"
2478.99865290832,"(0,2,0)(1,2,4)[12]"
2479.07129515177,"(2,1,4)(1,1,0)[12]"
2479.12143950324,"(4,0,0)(0,1,3)[12]"
2479.15770293037,"(1,2,4)(2,1,0)[12]"
2479.29769273107,"(2,0,0)(1,1,3)[12]"
2479.4016465883,"(1,0,1)(4,1,0)[12]"
2479.51142575393,"(0,1,0)(1,1,1)[12]"
2479.5190199616,"(0,1,0)(0,1,2)[12]"
2479.55817104636,"(1,2,1)(3,1,0)[12]"
2479.63147121198,"(1,1,0)(3,1,0)[12]"
2479.68227826242,"(4,0,0)(0,2,0)[12]"
2479.72747598902,"(1,0,3)(0,2,0)[12]"
2479.88435615247,"(2,0,2)(0,2,0)[12]"
2479.93018297992,"(3,0,1)(0,2,0)[12]"
2479.95473508019,"(0,2,1)(1,1,1)[12]"
2479.97329578461,"(0,2,1)(0,1,2)[12]"
2480.07639482345,"(0,2,0)(1,2,5)[12]"
2480.11430501754,"(1,1,2)(1,1,0)[12]"
2480.1533056414,"(0,0,4)(0,2,0)[12]"
2480.16304120936,"(2,1,0)(2,1,0)[12]"
2480.18658629475,"(1,0,0)(0,1,1)[12]"
2480.18708759183,"(2,2,1)(2,1,0)[12]"
2480.3610455949,"(4,1,0)(2,1,0)[12]"
2480.45858404104,"(2,2,0)(0,3,0)[12]"
2480.52241653015,"(3,1,4)(0,2,0)[12]"
2480.52349219575,"(0,2,0)(3,2,1)[12]"
2480.5254744695,"(0,2,0)(2,2,5)[12]"
2480.67118042739,"(2,1,5)(0,2,0)[12]"
2480.69632503322,"(1,2,0)(1,2,0)[12]"
2480.79349065199,"(2,0,0)(2,1,3)[12]"
2480.86134326158,"(4,2,1)(2,1,0)[12]"
2480.89266066337,"(2,0,0)(0,1,5)[12]"
2480.91627850829,"(0,1,0)(3,1,1)[12]"
2480.96569410444,"(2,1,1)(1,1,0)[12]"
2480.98300177773,"(2,0,0)(3,1,2)[12]"
2480.99568523655,"(0,2,0)(3,2,4)[12]"
2481.06306131436,"(1,0,2)(4,1,0)[12]"
2481.07551568838,"(2,0,0)(1,1,4)[12]"
2481.41028756863,"(0,1,0)(0,1,4)[12]"
2481.53734432617,"(0,1,0)(3,1,3)[12]"
2481.58039949858,"(0,1,0)(0,1,3)[12]"
2481.58134081538,"(0,1,0)(2,1,4)[12]"
2481.58825705787,"(4,0,1)(0,2,0)[12]"
2481.59621312942,"(0,2,1)(3,1,1)[12]"
2481.61815829292,"(0,1,0)(2,1,1)[12]"
2481.7079305473,"(3,1,0)(2,1,0)[12]"
2481.73862348678,"(5,0,0)(0,2,0)[12]"
2481.79983823703,"(1,0,0)(1,1,1)[12]"
2481.82150104966,"(1,0,0)(0,1,2)[12]"
2481.83971251362,"(3,0,0)(4,1,0)[12]"
2481.86837724019,"(3,2,1)(2,1,0)[12]"
2481.88538391304,"(1,0,4)(0,2,0)[12]"
2481.89058679838,"(2,0,3)(0,2,0)[12]"
2482.00370961864,"(0,1,0)(1,1,3)[12]"
2482.01084452473,"(0,2,1)(0,1,3)[12]"
2482.04397777326,"(0,2,1)(1,1,2)[12]"
2482.06707600789,"(0,2,1)(0,2,0)[12]"
2482.09320085337,"(0,2,1)(2,1,1)[12]"
2482.13508717045,"(0,1,0)(2,1,2)[12]"
2482.15927178657,"(0,1,0)(1,1,2)[12]"
2482.20510337943,"(0,2,1)(0,1,4)[12]"
2482.21494110178,"(1,0,1)(3,1,0)[12]"
2482.22309235817,"(3,1,1)(1,1,0)[12]"
2482.24814550284,"(0,1,2)(0,2,0)[12]"
2482.25819346636,"(2,1,2)(1,1,0)[12]"
2482.25885130705,"(1,1,3)(1,1,0)[12]"
2482.27232649418,"(0,2,1)(2,1,4)[12]"
2482.27683726463,"(0,2,1)(3,1,3)[12]"
2482.28903528366,"(0,0,5)(0,2,0)[12]"
2482.42374481642,"(0,2,1)(1,1,3)[12]"
2482.54575158482,"(0,2,1)(2,1,2)[12]"
2482.55446906073,"(0,1,0)(3,1,4)[12]"
2482.77423935492,"(0,1,0)(4,1,1)[12]"
2482.81523220161,"(0,2,0)(5,2,0)[12]"
2483.00496074939,"(0,1,0)(3,1,2)[12]"
2483.10813513228,"(0,1,0)(4,1,3)[12]"
2483.15554065486,"(0,1,0)(2,1,5)[12]"
2483.32218000781,"(0,1,0)(5,1,0)[12]"
2483.32457906262,"(0,2,1)(4,1,1)[12]"
2483.32461497432,"(0,1,0)(0,1,5)[12]"
2483.46484708252,"(0,2,1)(5,1,0)[12]"
2483.485693933,"(0,1,0)(1,1,4)[12]"
2483.5004423898,"(0,1,0)(2,1,3)[12]"
2483.67971289707,"(0,2,1)(3,1,2)[12]"
2483.78066256341,"(1,1,1)(1,1,0)[12]"
2483.79943757118,"(1,0,2)(3,1,0)[12]"
2483.82852138392,"(1,0,0)(0,1,3)[12]"
2483.93086415015,"(1,0,0)(2,1,1)[12]"
2483.93644952191,"(1,0,0)(1,1,2)[12]"
2483.98808618722,"(1,2,1)(2,1,0)[12]"
2484.00328782328,"(3,0,3)(0,2,0)[12]"
2484.03897820776,"(0,2,1)(0,1,5)[12]"
2484.05645324729,"(1,0,5)(0,2,0)[12]"
2484.10486841535,"(2,0,4)(0,2,0)[12]"
2484.24049909914,"(2,2,2)(1,1,0)[12]"
2484.2489351473,"(0,2,2)(1,1,0)[12]"
2484.26076787832,"(0,2,1)(2,1,3)[12]"
2484.28890615096,"(0,1,0)(5,1,1)[12]"
2484.30160963684,"(1,0,0)(3,1,1)[12]"
2484.33186481685,"(2,0,0)(3,1,0)[12]"
2484.39375466681,"(4,1,1)(1,1,0)[12]"
2484.42145606048,"(1,2,2)(1,1,0)[12]"
2484.45631686417,"(1,1,4)(1,1,0)[12]"
2484.45760816062,"(1,1,0)(2,1,0)[12]"
2484.45855819223,"(5,1,1)(0,2,0)[12]"
2484.48200726396,"(0,1,1)(1,1,0)[12]"
2484.5477578001,"(0,2,1)(1,1,4)[12]"
2484.67134111653,"(1,0,0)(0,1,4)[12]"
2484.67962668926,"(3,0,0)(3,1,0)[12]"
2484.791541105,"(5,1,0)(0,2,0)[12]"
2484.82844513958,"(1,0,1)(2,1,0)[12]"
2484.87393406878,"(1,0,0)(1,1,3)[12]"
2484.90433070818,"(0,1,0)(4,1,2)[12]"
2484.9469291831,"(1,0,0)(2,1,2)[12]"
2484.96914668159,"(0,1,2)(1,1,0)[12]"
2485.0669293003,"(0,2,3)(1,1,0)[12]"
2485.17357760887,"(1,0,0)(5,1,0)[12]"
2485.29211745157,"(3,1,2)(1,1,0)[12]"
2485.41941074255,"(2,1,3)(1,1,0)[12]"
2485.44417590757,"(0,1,0)(1,1,5)[12]"
2485.48916450914,"(1,0,0)(4,1,0)[12]"
2485.52355583077,"(0,2,1)(4,1,2)[12]"
2485.53621033826,"(3,2,2)(1,1,0)[12]"
2485.54117724523,"(0,2,1)(4,1,0)[12]"
2485.60712220872,"(1,0,0)(4,1,1)[12]"
2485.64348215969,"(0,2,1)(5,1,1)[12]"
2485.6633971099,"(2,0,1)(3,1,0)[12]"
2485.69035375733,"(0,2,0)(2,2,1)[12]"
2485.69207599652,"(1,0,3)(3,1,0)[12]"
2485.72361158189,"(0,2,0)(1,2,1)[12]"
2485.77210786692,"(0,1,0)(4,1,0)[12]"
2485.87899269752,"(1,0,0)(3,1,3)[12]"
2485.90080643224,"(1,0,0)(2,1,4)[12]"
2485.91437714915,"(1,0,0)(3,1,2)[12]"
2486.01527665927,"(0,1,0)(5,1,2)[12]"
2486.08196688003,"(4,1,0)(0,2,0)[12]"
2486.11118533258,"(1,0,0)(0,1,5)[12]"
2486.13371125028,"(0,2,1)(1,1,5)[12]"
2486.16616125468,"(2,0,2)(3,1,0)[12]"
2486.21447587912,"(2,0,1)(2,1,0)[12]"
2486.28870751402,"(0,1,3)(1,1,0)[12]"
2486.31397359593,"(0,1,4)(1,1,0)[12]"
2486.46413286483,"(1,0,2)(2,1,0)[12]"
2486.61749765474,"(4,1,2)(1,1,0)[12]"
2486.62865126499,"(0,2,4)(1,1,0)[12]"
2486.77035322717,"(1,0,0)(2,1,3)[12]"
2486.82848927252,"(1,2,3)(1,1,0)[12]"
2487.04409638293,"(1,0,0)(1,1,4)[12]"
2487.17806906976,"(0,2,5)(1,1,0)[12]"
2487.27753760898,"(2,0,0)(2,1,0)[12]"
2487.38612938902,"(1,0,0)(5,1,1)[12]"
2487.40776273776,"(3,0,0)(2,1,0)[12]"
2487.44859189164,"(3,1,0)(0,2,0)[12]"
2487.46366139211,"(0,1,5)(1,1,0)[12]"
2487.72778359582,"(1,0,0)(4,1,2)[12]"
2487.74674420248,"(3,2,3)(1,1,0)[12]"
2487.79897254474,"(4,2,2)(1,1,0)[12]"
2488.32156880721,"(5,1,0)(1,1,0)[12]"
2488.33705285444,"(1,0,0)(1,1,5)[12]"
2488.35334715424,"(2,2,3)(1,1,0)[12]"
2488.36566332731,"(1,0,3)(2,1,0)[12]"
2488.46954027833,"(2,2,1)(1,1,0)[12]"
2488.47947230809,"(5,2,1)(1,1,0)[12]"
2488.71805238665,"(2,0,2)(2,1,0)[12]"
2488.81827560304,"(1,2,0)(0,3,0)[12]"
2488.94512358483,"(1,0,0)(3,1,0)[12]"
2489.02458369254,"(1,0,4)(2,1,0)[12]"
2489.06584794247,"(2,1,0)(1,1,0)[12]"
2489.09970233946,"(1,2,4)(1,1,0)[12]"
2489.14130898275,"(0,1,1)(0,2,0)[12]"
2489.32911844137,"(1,2,5)(1,1,0)[12]"
2489.57997121488,"(5,1,1)(1,1,0)[12]"
2489.59829498817,"(0,0,4)(0,1,1)[12]"
2489.59857493635,"(3,0,1)(2,1,0)[12]"
2489.63662625613,"(5,2,0)(0,1,1)[12]"
2489.69159755207,"(1,1,5)(1,1,0)[12]"
2489.98447633743,"(3,2,1)(1,1,0)[12]"
2490.0133768888,"(0,0,1)(0,2,0)[12]"
2490.41298233069,"(4,2,1)(1,1,0)[12]"
2490.42858026478,"(3,1,0)(1,1,0)[12]"
2490.47243067679,"(5,0,0)(2,1,0)[12]"
2490.56216824861,"(0,0,5)(0,1,1)[12]"
2490.62396084666,"(4,1,0)(1,1,0)[12]"
2490.78551044835,"(2,0,3)(2,1,0)[12]"
2491.14259673346,"(1,2,1)(1,1,0)[12]"
2491.71041489196,"(5,2,0)(1,1,1)[12]"
2491.73639455241,"(5,2,0)(0,1,2)[12]"
2491.7804098211,"(0,0,4)(1,1,1)[12]"
2491.78190335944,"(0,0,4)(0,1,2)[12]"
2492.15535488573,"(1,1,0)(1,1,0)[12]"
2492.31253398986,"(1,0,0)(2,1,0)[12]"
2492.32659908701,"(1,0,1)(1,1,0)[12]"
2492.34068730882,"(2,1,0)(0,2,0)[12]"
2492.41023318427,"(1,1,0)(0,2,0)[12]"
2492.70838858857,"(0,0,5)(1,1,1)[12]"
2492.71572125925,"(0,0,5)(0,1,2)[12]"
2493.07156789761,"(0,0,3)(0,1,1)[12]"
2493.50055009627,"(2,0,0)(1,1,0)[12]"
2493.62005373253,"(0,0,4)(1,1,2)[12]"
2493.76592595006,"(0,0,4)(0,1,3)[12]"
2493.85486187362,"(0,0,4)(2,1,1)[12]"
2494.11216554026,"(0,2,1)(3,1,0)[12]"
2494.22218678365,"(3,0,3)(1,1,0)[12]"
2494.38437997759,"(2,0,1)(1,1,0)[12]"
2494.3912101867,"(1,0,2)(1,1,0)[12]"
2494.46239086562,"(3,0,0)(1,1,0)[12]"
2494.92549578145,"(0,1,0)(3,1,0)[12]"
2495.18796950323,"(0,0,3)(0,1,2)[12]"
2495.18955917852,"(0,0,3)(1,1,1)[12]"
2496.46242239526,"(0,2,0)(4,2,0)[12]"
2496.50506257894,"(2,0,2)(1,1,0)[12]"
2496.55028495827,"(1,0,3)(1,1,0)[12]"
2496.57277663437,"(0,1,0)(0,2,0)[12]"
2496.61668932008,"(3,0,1)(1,1,0)[12]"
2496.62389646086,"(4,0,0)(1,1,0)[12]"
2496.91354835028,"(0,0,4)(3,1,0)[12]"
2497.19497912868,"(1,0,0)(1,1,0)[12]"
2497.3716058647,"(0,0,3)(2,1,1)[12]"
2497.37491234888,"(0,0,3)(0,1,3)[12]"
2497.40208597142,"(0,0,3)(1,1,2)[12]"
2497.78624417842,"(0,0,4)(2,1,0)[12]"
2498.23576615796,"(1,0,4)(1,1,0)[12]"
2498.4169323959,"(0,2,0)(0,2,1)[12]"
2498.5148977157,"(5,0,0)(1,1,0)[12]"
2498.68109405107,"(2,0,3)(1,1,0)[12]"
2498.69634720181,"(3,0,2)(1,1,0)[12]"
2498.82378199324,"(4,0,1)(1,1,0)[12]"
2498.89513234451,"(0,0,3)(3,1,0)[12]"
2499.33156352682,"(0,0,3)(2,1,0)[12]"
2499.3509992852,"(0,0,3)(0,1,4)[12]"
2499.39455724206,"(0,0,3)(3,1,1)[12]"
2499.41833364281,"(0,0,3)(4,1,0)[12]"
2499.5001964599,"(0,0,5)(2,1,0)[12]"
2499.60468131482,"(0,0,3)(1,1,3)[12]"
2499.61048591716,"(0,0,3)(2,1,2)[12]"
2500.45990932645,"(1,0,5)(1,1,0)[12]"
2500.46152583312,"(2,0,4)(1,1,0)[12]"
2500.50892854687,"(5,0,1)(1,1,0)[12]"
2500.74333436873,"(4,0,2)(1,1,0)[12]"
2501.91997944168,"(0,0,4)(1,1,0)[12]"
2502.30122868757,"(0,2,1)(2,1,0)[12]"
2503.66507352024,"(0,1,0)(2,1,0)[12]"
2503.88270200028,"(0,0,5)(1,1,0)[12]"
2504.3227220161,"(4,2,0)(0,1,1)[12]"
2504.58633299491,"(0,0,3)(1,1,0)[12]"
2505.04333032227,"(0,0,2)(0,1,1)[12]"
2506.50488206715,"(4,2,0)(1,1,1)[12]"
2506.50686026787,"(4,2,0)(0,1,2)[12]"
2506.72985404107,"(0,0,2)(0,1,2)[12]"
2506.75040647771,"(0,0,2)(1,1,1)[12]"
2507.19984981692,"(5,2,0)(2,1,0)[12]"
2507.42573304785,"(0,2,1)(1,1,0)[12]"
2507.6505704186,"(4,2,0)(1,1,2)[12]"
2507.91958398643,"(3,2,0)(0,1,1)[12]"
2508.11680120802,"(4,2,0)(0,1,3)[12]"
2508.17388026402,"(4,2,0)(2,1,1)[12]"
2508.88053637143,"(0,0,2)(2,1,1)[12]"
2508.89036079628,"(0,0,2)(0,1,3)[12]"
2508.89241441606,"(0,0,2)(1,1,2)[12]"
2509.1253155698,"(0,2,0)(3,2,0)[12]"
2509.24451397274,"(0,1,0)(1,1,0)[12]"
2509.47940039822,"(0,0,2)(2,1,0)[12]"
2509.5685232059,"(3,1,3)(0,1,0)[12]"
2510.01305352173,"(3,2,0)(1,1,1)[12]"
2510.02203548174,"(3,2,0)(0,1,2)[12]"
2510.2305267544,"(5,2,0)(0,2,0)[12]"
2510.31242511629,"(0,0,2)(3,1,0)[12]"
2510.95854214265,"(0,0,2)(4,1,0)[12]"
2510.9898689617,"(0,0,2)(3,1,1)[12]"
2511.01043106499,"(0,0,2)(0,1,4)[12]"
2511.02224892075,"(0,0,2)(3,1,2)[12]"
2511.05091076002,"(3,2,0)(1,1,2)[12]"
2511.09140045743,"(0,0,2)(1,1,3)[12]"
2511.10214842638,"(0,0,2)(2,1,2)[12]"
2511.45756409221,"(3,2,0)(2,1,1)[12]"
2511.47482192136,"(3,2,0)(0,1,3)[12]"
2511.68113834349,"(3,1,4)(0,1,0)[12]"
2511.92657376676,"(0,0,2)(5,1,0)[12]"
2512.15284964891,"(1,1,1)(0,1,0)[12]"
2512.20769979105,"(4,1,3)(0,1,0)[12]"
2512.26574062365,"(0,0,2)(0,1,5)[12]"
2512.60143642126,"(3,2,0)(0,1,4)[12]"
2512.63781835396,"(0,0,2)(4,1,1)[12]"
2512.70880223081,"(0,0,2)(1,1,4)[12]"
2512.81380401016,"(3,2,0)(3,1,1)[12]"
2512.8290197673,"(3,2,4)(0,1,0)[12]"
2513.22158536446,"(3,2,0)(1,1,3)[12]"
2513.31381679557,"(0,0,2)(2,1,3)[12]"
2513.32227179589,"(3,2,0)(2,1,2)[12]"
2513.44466615797,"(2,1,1)(0,1,0)[12]"
2513.45853944375,"(1,1,2)(0,1,0)[12]"
2513.58456952216,"(0,0,2)(1,1,0)[12]"
2515.53162948019,"(1,2,2)(0,1,0)[12]"
2515.57780887203,"(3,1,1)(0,1,0)[12]"
2515.5863781324,"(2,1,2)(0,1,0)[12]"
2515.59320090604,"(1,1,3)(0,1,0)[12]"
2515.59657882858,"(2,2,0)(0,1,1)[12]"
2516.82317471246,"(5,2,0)(1,1,0)[12]"
2516.91310301619,"(2,2,3)(0,1,0)[12]"
2517.19199447822,"(4,2,0)(0,2,0)[12]"
2517.37417063949,"(2,2,4)(0,1,0)[12]"
2517.52246753159,"(2,2,0)(1,1,1)[12]"
2517.53812122217,"(2,2,0)(0,1,2)[12]"
2517.57141789987,"(4,1,1)(0,1,0)[12]"
2517.67787083269,"(2,1,3)(0,1,0)[12]"
2517.69162232271,"(3,1,2)(0,1,0)[12]"
2517.74815994932,"(2,1,5)(0,1,0)[12]"
2518.00509768872,"(0,1,4)(0,1,0)[12]"
2518.12702243795,"(2,2,5)(0,1,0)[12]"
2518.72468046615,"(3,2,0)(4,1,0)[12]"
2518.7739247319,"(1,2,4)(0,1,0)[12]"
2518.78169335475,"(3,2,2)(0,1,0)[12]"
2518.81346524025,"(2,2,0)(1,1,2)[12]"
2519.01852494102,"(0,1,5)(0,1,0)[12]"
2519.45518108759,"(2,2,0)(2,1,1)[12]"
2519.51562340349,"(2,2,0)(0,1,3)[12]"
2519.73412494579,"(1,1,4)(0,1,0)[12]"
2519.7348705206,"(0,2,4)(0,1,0)[12]"
2519.74245511372,"(2,1,4)(0,1,0)[12]"
2519.74728621141,"(1,2,5)(0,1,0)[12]"
2519.83240337404,"(4,1,2)(0,1,0)[12]"
2519.91865666518,"(0,1,3)(0,1,0)[12]"
2520.16922341138,"(0,0,1)(0,1,1)[12]"
2520.46341307666,"(1,1,5)(0,1,0)[12]"
2520.6344712689,"(2,2,0)(0,1,4)[12]"
2520.6741563065,"(0,2,3)(0,1,0)[12]"
2520.68175666898,"(4,2,2)(0,1,0)[12]"
2520.78400368143,"(2,2,0)(3,1,1)[12]"
2520.80379066404,"(0,2,0)(2,2,0)[12]"
2520.80620733818,"(0,2,5)(0,1,0)[12]"
2520.85820377412,"(3,2,3)(0,1,0)[12]"
2521.00753978326,"(2,2,0)(2,1,2)[12]"
2521.00946844644,"(2,2,0)(1,1,3)[12]"
2521.28676886459,"(3,0,2)(0,1,0)[12]"
2521.44293369805,"(0,1,2)(0,1,0)[12]"
2521.66307113982,"(4,2,0)(3,1,0)[12]"
2521.92648338523,"(2,2,0)(2,1,3)[12]"
2522.18179465642,"(0,0,1)(0,1,2)[12]"
2522.19485338964,"(0,0,1)(1,1,1)[12]"
2522.63535042274,"(0,0,1)(2,1,0)[12]"
2522.66149586244,"(3,0,3)(0,1,0)[12]"
2522.84248597184,"(2,2,0)(0,1,5)[12]"
2523.01039427399,"(2,2,0)(4,1,1)[12]"
2523.01234364789,"(2,2,0)(3,1,2)[12]"
2523.23394295929,"(2,2,0)(1,1,4)[12]"
2523.64324267912,"(1,2,3)(0,1,0)[12]"
2523.99108297701,"(0,2,2)(0,1,0)[12]"
